month,day,hour,439,440,441,910,442,443,444,445,324,lamax
02,02,16,0,0,1,0,0,0,0,0,0,57.278277777777774
02,02,17,0,0,1,0,0,0,0,0,0,57.22969444444444
02,02,18,0,0,1,0,0,0,0,0,0,58.50705555555555
02,02,19,0,0,1,0,0,0,0,0,0,58.022083333333335
02,02,20,0,0,1,0,0,0,0,0,0,56.197465886939575
02,02,21,0,0,1,0,0,0,0,0,0,55.34714723072641
02,02,22,0,0,1,0,0,0,0,0,0,52.69625
02,02,23,0,0,1,0,0,0,0,0,0,52.20561111111112
02,03,00,0,0,1,0,0,0,0,0,0,50.30558333333334
02,03,01,0,0,1,0,0,0,0,0,0,47.040864714086474
02,03,02,0,0,1,0,0,0,0,0,0,46.33433333333333
02,03,03,0,0,1,0,0,0,0,0,0,45.58211111111111
02,03,04,0,0,1,0,0,0,0,0,0,45.54533333333334
02,03,05,0,0,1,0,0,0,0,0,0,46.991749999999996
02,03,06,0,0,1,0,0,0,0,0,0,53.09305555555556
02,03,07,0,0,1,0,0,0,0,0,0,55.619166666666665
02,03,08,0,0,1,0,0,0,0,0,0,58.39758333333333
02,03,09,0,0,1,0,0,0,0,0,0,56.681638888888884
02,03,10,0,0,1,0,0,0,0,0,0,56.80847222222222
02,03,11,0,0,1,0,0,0,0,0,0,57.30713888888889
02,03,12,0,0,1,0,0,0,0,0,0,58.345961002785515
02,03,13,0,0,1,0,0,0,0,0,0,56.71680555555555
02,03,14,0,0,1,0,0,0,0,0,0,57.53080555555555
02,03,15,0,0,1,0,0,0,0,0,0,57.58891666666667
02,03,16,0,0,1,0,0,0,0,0,0,57.45036111111111
02,03,17,0,0,1,0,0,0,0,0,0,56.97405555555556
02,03,18,0,0,1,0,0,0,0,0,0,57.791916666666665
02,03,19,0,0,1,0,0,0,0,0,0,57.30988888888889
02,03,20,0,0,1,0,0,0,0,0,0,56.838874965190755
02,03,21,0,0,1,0,0,0,0,0,0,56.85492329149233
02,03,22,0,0,1,0,0,0,0,0,0,56.87294444444444
02,03,23,0,0,1,0,0,0,0,0,0,53.734944444444444
02,04,00,0,0,1,0,0,0,0,0,0,56.28352777777778
02,04,01,0,0,1,0,0,0,0,0,0,47.94238888888889
02,04,02,0,0,1,0,0,0,0,0,0,48.39519444444445
02,04,03,0,0,1,0,0,0,0,0,0,47.25463888888889
02,04,04,0,0,1,0,0,0,0,0,0,46.973222222222226
02,04,05,0,0,1,0,0,0,0,0,0,50.38644444444445
02,04,06,0,0,1,0,0,0,0,0,0,53.247861111111106
02,04,07,0,0,1,0,0,0,0,0,0,55.15313888888888
02,04,08,0,0,1,0,0,0,0,0,0,58.58255555555556
02,04,09,0,0,1,0,0,0,0,0,0,58.30925
02,04,10,0,0,1,0,0,0,0,0,0,59.04174999999999
02,04,11,0,0,1,0,0,0,0,0,0,57.93713888888889
02,04,12,0,0,1,0,0,0,0,0,0,57.46252777777778
02,04,13,0,0,1,0,0,0,0,0,0,57.08347222222222
02,04,14,0,0,1,0,0,0,0,0,0,57.32725
02,04,15,0,0,1,0,0,0,0,0,0,60.409333333333336
02,04,16,0,0,1,0,0,0,0,0,0,58.29766016713092
02,04,17,0,0,1,0,0,0,0,0,0,58.776862745098036
02,04,18,0,0,1,0,0,0,0,0,0,58.916111111111114
02,04,19,0,0,1,0,0,0,0,0,0,58.395611111111116
02,04,20,0,0,1,0,0,0,0,0,0,57.02572222222222
02,04,21,0,0,1,0,0,0,0,0,0,55.69894444444445
02,04,22,0,0,1,0,0,0,0,0,0,55.894
02,04,23,0,0,1,0,0,0,0,0,0,55.748194444444444
02,05,00,0,0,1,0,0,0,0,0,0,57.253083333333336
02,05,01,0,0,1,0,0,0,0,0,0,49.32844444444444
02,05,02,0,0,1,0,0,0,0,0,0,47.667027777777776
02,05,03,0,0,1,0,0,0,0,0,0,48.38444444444445
02,05,04,0,0,1,0,0,0,0,0,0,47.15130555555556
02,05,05,0,0,1,0,0,0,0,0,0,47.39566666666666
02,05,06,0,0,1,0,0,0,0,0,0,49.55777777777778
02,05,07,0,0,1,0,0,0,0,0,0,50.02188888888889
02,05,08,0,0,1,0,0,0,0,0,0,51.94744444444444
02,05,09,0,0,1,0,0,0,0,0,0,52.858111111111114
02,05,10,0,0,1,0,0,0,0,0,0,54.500277777777775
02,05,11,0,0,1,0,0,0,0,0,0,55.00988888888889
02,05,12,0,0,1,0,0,0,0,0,0,56.01230555555555
02,05,13,0,0,1,0,0,0,0,0,0,56.297999999999995
02,05,14,0,0,1,0,0,0,0,0,0,56.37672222222223
02,05,15,0,0,1,0,0,0,0,0,0,55.763250000000006
02,05,16,0,0,1,0,0,0,0,0,0,55.47852777777778
02,05,17,0,0,1,0,0,0,0,0,0,56.632305555555554
02,05,18,0,0,1,0,0,0,0,0,0,56.64319444444445
02,05,19,0,0,1,0,0,0,0,0,0,56.83977777777778
02,05,20,0,0,1,0,0,0,0,0,0,54.91097222222222
02,05,21,0,0,1,0,0,0,0,0,0,54.839083333333335
02,05,22,0,0,1,0,0,0,0,0,0,53.50852777777778
02,05,23,0,0,1,0,0,0,0,0,0,53.74930555555556
02,06,00,0,0,1,0,0,0,0,0,0,52.88044444444444
02,06,01,0,0,1,0,0,0,0,0,0,47.9
02,06,02,0,0,1,0,0,0,0,0,0,47.43833333333333
02,06,03,0,0,1,0,0,0,0,0,0,46.681111111111115
02,06,04,0,0,1,0,0,0,0,0,0,47.31616666666667
02,06,05,0,0,1,0,0,0,0,0,0,47.604222222222226
02,06,06,0,0,1,0,0,0,0,0,0,47.32405555555556
02,06,07,0,0,1,0,0,0,0,0,0,48.95886111111111
02,06,08,0,0,1,0,0,0,0,0,0,50.55511111111111
02,06,09,0,0,1,0,0,0,0,0,0,53.87102777777778
02,06,10,0,0,1,0,0,0,0,0,0,54.26541666666667
02,06,11,0,0,1,0,0,0,0,0,0,56.42058333333333
02,06,12,0,0,1,0,0,0,0,0,0,56.260472222222226
02,06,13,0,0,1,0,0,0,0,0,0,57.47472222222222
02,06,14,0,0,1,0,0,0,0,0,0,57.177194444444446
02,06,15,0,0,1,0,0,0,0,0,0,55.806638888888884
02,06,16,0,0,1,0,0,0,0,0,0,54.97530555555556
02,06,17,0,0,1,0,0,0,0,0,0,55.20780555555556
02,06,18,0,0,1,0,0,0,0,0,0,56.088166666666666
02,06,19,0,0,1,0,0,0,0,0,0,57.33027777777778
02,06,20,0,0,1,0,0,0,0,0,0,55.46602777777778
02,06,21,0,0,1,0,0,0,0,0,0,54.7385
02,06,22,0,0,1,0,0,0,0,0,0,51.53508333333333
02,06,23,0,0,1,0,0,0,0,0,0,50.13869444444444
02,07,00,0,0,1,0,0,0,0,0,0,50.61011392053348
02,07,01,0,0,1,0,0,0,0,0,0,48.40069444444445
02,07,02,0,0,1,0,0,0,0,0,0,47.08866666666667
02,07,03,0,0,1,0,0,0,0,0,0,46.655055555555556
02,07,04,0,0,1,0,0,0,0,0,0,46.95786111111111
02,07,05,0,0,1,0,0,0,0,0,0,48.257111111111115
02,07,06,0,0,1,0,0,0,0,0,0,51.10469444444444
02,07,07,0,0,1,0,0,0,0,0,0,55.31027777777778
02,07,08,0,0,1,0,0,0,0,0,0,56.897166666666664
02,07,09,0,0,1,0,0,0,0,0,0,56.22819444444445
02,07,10,0,0,1,0,0,0,0,0,0,56.29772222222222
02,07,11,0,0,1,0,0,0,0,0,0,56.51572222222222
02,07,12,0,0,1,0,0,0,0,0,0,56.41625
02,07,13,0,0,1,0,0,0,0,0,0,55.76625
02,07,14,0,0,1,0,0,0,0,0,0,56.59269444444445
02,07,15,0,0,1,0,0,0,0,0,0,56.82002777777778
02,07,16,0,0,1,0,0,0,0,0,0,55.223194444444445
02,07,17,0,0,1,0,0,0,0,0,0,56.02791666666667
02,07,18,0,0,1,0,0,0,0,0,0,55.89908333333334
02,07,19,0,0,1,0,0,0,0,0,0,55.04775
02,07,20,0,0,1,0,0,0,0,0,0,54.774277777777776
02,07,21,0,0,1,0,0,0,0,0,0,52.01430555555555
02,07,22,0,0,1,0,0,0,0,0,0,50.840963519910886
02,07,23,0,0,1,0,0,0,0,0,0,50.571444444444445
02,08,00,0,0,1,0,0,0,0,0,0,50.354194444444445
02,08,01,0,0,1,0,0,0,0,0,0,46.751694444444446
02,08,02,0,0,1,0,0,0,0,0,0,45.632694444444446
02,08,03,0,0,1,0,0,0,0,0,0,46.81780555555556
02,08,04,0,0,1,0,0,0,0,0,0,48.83477777777778
02,08,05,0,0,1,0,0,0,0,0,0,48.04263888888889
02,08,06,0,0,1,0,0,0,0,0,0,53.22380555555556
02,08,07,0,0,1,0,0,0,0,0,0,58.124185917060956
02,08,08,0,0,1,0,0,0,0,0,0,58.35827777777777
02,08,09,0,0,1,0,0,0,0,0,0,57.67297222222223
02,08,10,0,0,1,0,0,0,0,0,0,56.710972222222225
02,08,11,0,0,1,0,0,0,0,0,0,56.79333333333334
02,08,12,0,0,1,0,0,0,0,0,0,57.84377777777778
02,08,13,0,0,1,0,0,0,0,0,0,55.87730555555555
02,08,14,0,0,1,0,0,0,0,0,0,55.477138888888895
02,08,15,0,0,1,0,0,0,0,0,0,57.30469444444444
02,08,16,0,0,1,0,0,0,0,0,0,55.62647222222222
02,08,17,0,0,1,0,0,0,0,0,0,56.85675
02,08,18,0,0,1,0,0,0,0,0,0,56.14333333333333
02,08,19,0,0,1,0,0,0,0,0,0,54.73261111111111
02,08,20,0,0,1,0,0,0,0,0,0,55.06636111111111
02,08,21,0,0,1,0,0,0,0,0,0,52.51986111111111
02,08,22,0,0,1,0,0,0,0,0,0,52.33255555555556
02,08,23,0,0,1,0,0,0,0,0,0,50.65016666666667
02,09,00,0,0,1,0,0,0,0,0,0,48.831694444444445
02,09,01,0,0,1,0,0,0,0,0,0,47.35586111111111
02,09,02,0,0,1,0,0,0,0,0,0,46.00208333333333
02,09,03,0,0,1,0,0,0,0,0,0,46.01627777777778
02,09,04,0,0,1,0,0,0,0,0,0,45.88747222222222
02,09,05,0,0,1,0,0,0,0,0,0,46.92875
02,09,06,0,0,1,0,0,0,0,0,0,51.14263888888889
02,09,07,0,0,1,0,0,0,0,0,0,55.666555555555554
02,09,08,0,0,1,0,0,0,0,0,0,56.8325
02,09,09,0,0,1,0,0,0,0,0,0,55.48866666666667
02,09,10,0,0,1,0,0,0,0,0,0,56.28675
02,09,11,0,0,1,0,0,0,0,0,0,56.97275
02,09,12,0,0,1,0,0,0,0,0,0,56.914249999999996
02,09,13,0,0,1,0,0,0,0,0,0,56.566972222222226
02,09,14,0,0,1,0,0,0,0,0,0,56.82263888888889
02,09,15,0,0,1,0,0,0,0,0,0,54.70508333333333
02,09,16,0,0,1,0,0,0,0,0,0,55.04118303571429
02,09,17,0,0,1,0,0,0,0,0,0,55.940712893344475
02,09,18,0,0,1,0,0,0,0,0,0,56.82311111111112
02,09,19,0,0,1,0,0,0,0,0,0,56.47133333333333
02,09,20,0,0,1,0,0,0,0,0,0,55.42
02,09,21,0,0,1,0,0,0,0,0,0,52.540277777777774
02,09,22,0,0,1,0,0,0,0,0,0,52.79408333333333
02,09,23,0,0,1,0,0,0,0,0,0,51.08691666666667
02,10,00,0,0,1,0,0,0,0,0,0,51.05561111111111
02,10,01,0,0,1,0,0,0,0,0,0,47.57002777777778
02,10,02,0,0,1,0,0,0,0,0,0,46.47786111111111
02,10,03,0,0,1,0,0,0,0,0,0,46.38002777777778
02,10,04,0,0,1,0,0,0,0,0,0,46.515532092247845
02,10,05,0,0,1,0,0,0,0,0,0,47.98558333333334
02,10,06,0,0,1,0,0,0,0,0,0,50.85838888888889
02,10,07,0,0,1,0,0,0,0,0,0,54.824527777777774
02,10,08,0,0,1,0,0,0,0,0,0,58.41433333333333
02,10,09,0,0,1,0,0,0,0,0,0,57.801361111111106
02,10,10,0,0,1,0,0,0,0,0,0,58.555
02,10,11,0,0,1,0,0,0,0,0,0,56.98566666666667
02,10,12,0,0,1,0,0,0,0,0,0,57.52408333333334
02,10,13,0,0,1,0,0,0,0,0,0,57.200722222222225
02,10,14,0,0,1,0,0,0,0,0,0,57.46897222222222
02,10,15,0,0,1,0,0,0,0,0,0,57.55647222222222
02,10,16,0,0,1,0,0,0,0,0,0,56.16000557413601
02,10,17,0,0,1,0,0,0,0,0,0,58.8625
02,10,18,0,0,1,0,0,0,0,0,0,58.31119444444444
02,10,19,0,0,1,0,0,0,0,0,0,57.46116666666667
02,10,20,0,0,1,0,0,0,0,0,0,55.89655555555556
02,10,21,0,0,1,0,0,0,0,0,0,53.290277777777774
02,10,22,0,0,1,0,0,0,0,0,0,53.028222222222226
02,10,23,0,0,1,0,0,0,0,0,0,52.183194444444446
02,11,00,0,0,1,0,0,0,0,0,0,49.62844444444444
02,11,01,0,0,1,0,0,0,0,0,0,47.345666666666666
02,11,02,0,0,1,0,0,0,0,0,0,46.67769444444445
02,11,03,0,0,1,0,0,0,0,0,0,47.03077777777777
02,11,04,0,0,1,0,0,0,0,0,0,46.659277777777774
02,11,05,0,0,1,0,0,0,0,0,0,48.06469444444444
02,11,06,0,0,1,0,0,0,0,0,0,52.020722222222226
02,11,07,0,0,1,0,0,0,0,0,0,57.036833333333334
02,11,08,0,0,1,0,0,0,0,0,0,58.62916666666667
02,11,09,0,0,1,0,0,0,0,0,0,55.80752777777778
02,11,10,0,0,1,0,0,0,0,0,0,57.89025
02,11,11,0,0,1,0,0,0,0,0,0,57.344249999999995
02,11,12,0,0,1,0,0,0,0,0,0,56.69972222222222
02,11,13,0,0,1,0,0,0,0,0,0,57.350944444444444
02,11,14,0,0,1,0,0,0,0,0,0,55.74877777777778
02,11,15,0,0,1,0,0,0,0,0,0,57.293083333333335
02,11,16,0,0,1,0,0,0,0,0,0,56.48305555555555
02,11,17,0,0,1,0,0,0,0,0,0,56.842111111111116
02,11,18,0,0,1,0,0,0,0,0,0,56.790416666666665
02,11,19,0,0,1,0,0,0,0,0,0,56.90997222222222
02,11,20,0,0,1,0,0,0,0,0,0,56.417907949790795
02,11,21,0,0,1,0,0,0,0,0,0,55.19697222222222
02,11,22,0,0,1,0,0,0,0,0,0,56.329166666666666
02,11,23,0,0,1,0,0,0,0,0,0,54.93983333333333
02,12,00,0,0,1,0,0,0,0,0,0,54.44555555555556
02,12,01,0,0,1,0,0,0,0,0,0,49.364527777777774
02,12,02,0,0,1,0,0,0,0,0,0,48.198527777777784
02,12,03,0,0,1,0,0,0,0,0,0,48.41488888888889
02,12,04,0,0,1,0,0,0,0,0,0,46.451073919107394
02,12,05,0,0,1,0,0,0,0,0,0,47.67184276554224
02,12,06,0,0,1,0,0,0,0,0,0,47.860328507795096
02,12,07,0,0,1,0,0,0,0,0,0,50.95422222222223
02,12,08,0,0,1,0,0,0,0,0,0,50.99863888888889
02,12,09,0,0,1,0,0,0,0,0,0,52.91255555555556
02,12,10,0,0,1,0,0,0,0,0,0,54.159416666666665
02,12,11,0,0,1,0,0,0,0,0,0,55.05
02,12,12,0,0,1,0,0,0,0,0,0,54.45925
02,12,13,0,0,1,0,0,0,0,0,0,55.63569444444445
02,12,14,0,0,1,0,0,0,0,0,0,55.10297222222223
02,12,15,0,0,1,0,0,0,0,0,0,56.06713888888889
02,12,16,0,0,1,0,0,0,0,0,0,55.51886111111111
02,12,17,0,0,1,0,0,0,0,0,0,57.45580555555556
02,12,18,0,0,1,0,0,0,0,0,0,56.852694444444445
02,12,19,0,0,1,0,0,0,0,0,0,56.83088888888889
02,12,20,0,0,1,0,0,0,0,0,0,56.206722222222226
02,12,21,0,0,1,0,0,0,0,0,0,54.69913888888889
02,12,22,0,0,1,0,0,0,0,0,0,54.938472222222224
02,12,23,0,0,1,0,0,0,0,0,0,53.251083333333334
02,13,00,0,0,1,0,0,0,0,0,0,52.458222222222226
02,13,01,0,0,1,0,0,0,0,0,0,49.002027777777776
02,13,02,0,0,1,0,0,0,0,0,0,48.585972222222225
02,13,03,0,0,1,0,0,0,0,0,0,47.49527777777778
02,13,04,0,0,1,0,0,0,0,0,0,46.557277777777784
02,13,05,0,0,1,0,0,0,0,0,0,46.681777777777775
02,13,06,0,0,1,0,0,0,0,0,0,47.08977777777778
02,13,07,0,0,1,0,0,0,0,0,0,48.06383333333333
02,13,08,0,0,1,0,0,0,0,0,0,48.98394444444445
02,13,09,0,0,1,0,0,0,0,0,0,50.69175
02,13,10,0,0,1,0,0,0,0,0,0,51.915194444444445
02,13,11,0,0,1,0,0,0,0,0,0,51.937777777777775
02,13,12,0,0,1,0,0,0,0,0,0,52.547000000000004
02,13,13,0,0,1,0,0,0,0,0,0,53.30641666666667
02,13,14,0,0,1,0,0,0,0,0,0,53.85852777777778
02,13,15,0,0,1,0,0,0,0,0,0,54.12694444444445
02,13,16,0,0,1,0,0,0,0,0,0,54.28622222222222
02,13,17,0,0,1,0,0,0,0,0,0,55.537083333333335
02,13,18,0,0,1,0,0,0,0,0,0,56.191583333333334
02,13,19,0,0,1,0,0,0,0,0,0,56.846888888888884
02,13,20,0,0,1,0,0,0,0,0,0,57.22383333333333
02,13,21,0,0,1,0,0,0,0,0,0,57.15819444444445
02,13,22,0,0,1,0,0,0,0,0,0,54.14980555555555
02,13,23,0,0,1,0,0,0,0,0,0,50.87175
02,14,00,0,0,1,0,0,0,0,0,0,50.03791666666667
02,14,01,0,0,1,0,0,0,0,0,0,48.52308333333333
02,14,02,0,0,1,0,0,0,0,0,0,46.702861111111105
02,14,03,0,0,1,0,0,0,0,0,0,47.00813888888889
02,14,04,0,0,1,0,0,0,0,0,0,46.602916666666665
02,14,05,0,0,1,0,0,0,0,0,0,47.66927777777778
02,14,06,0,0,1,0,0,0,0,0,0,50.034644351464436
02,14,07,0,0,1,0,0,0,0,0,0,55.687999999999995
02,14,08,0,0,1,0,0,0,0,0,0,58.77202777777777
02,14,09,0,0,1,0,0,0,0,0,0,57.575905292479106
02,14,10,0,0,1,0,0,0,0,0,0,58.13536111111111
02,14,11,0,0,1,0,0,0,0,0,0,57.72133333333333
02,14,12,0,0,1,0,0,0,0,0,0,57.61644444444445
02,14,13,0,0,1,0,0,0,0,0,0,58.66497222222222
02,14,14,0,0,1,0,0,0,0,0,0,56.999111111111105
02,14,15,0,0,1,0,0,0,0,0,0,57.76094444444444
02,14,16,0,0,1,0,0,0,0,0,0,57.91341666666666
02,14,17,0,0,1,0,0,0,0,0,0,57.42641666666667
02,14,18,0,0,1,0,0,0,0,0,0,58.01513888888889
02,14,19,0,0,1,0,0,0,0,0,0,57.70786111111111
02,14,20,0,0,1,0,0,0,0,0,0,57.11875
02,14,21,0,0,1,0,0,0,0,0,0,56.03866666666667
02,14,22,0,0,1,0,0,0,0,0,0,55.89961111111111
02,14,23,0,0,1,0,0,0,0,0,0,52.563944444444445
02,15,00,0,0,1,0,0,0,0,0,0,57.18361111111111
02,15,01,0,0,1,0,0,0,0,0,0,49.76105555555555
02,15,02,0,0,1,0,0,0,0,0,0,48.04116666666667
02,15,03,0,0,1,0,0,0,0,0,0,47.947916666666664
02,15,04,0,0,1,0,0,0,0,0,0,46.88611111111111
02,15,05,0,0,1,0,0,0,0,0,0,47.67727777777778
02,15,06,0,0,1,0,0,0,0,0,0,52.61241666666667
02,15,07,0,0,1,0,0,0,0,0,0,56.311055555555555
02,15,08,0,0,1,0,0,0,0,0,0,60.18619444444444
02,15,09,0,0,1,0,0,0,0,0,0,58.07655555555556
02,15,10,0,0,1,0,0,0,0,0,0,61.05863888888889
02,15,11,0,0,1,0,0,0,0,0,0,57.51444444444444
02,15,12,0,0,1,0,0,0,0,0,0,57.499472222222224
02,15,13,0,0,1,0,0,0,0,0,0,59.27516666666667
02,15,14,0,0,1,0,0,0,0,0,0,58.056666666666665
02,15,15,0,0,1,0,0,0,0,0,0,58.947833333333335
02,15,16,0,0,1,0,0,0,0,0,0,57.483472222222225
02,15,17,0,0,1,0,0,0,0,0,0,57.72920033435498
02,15,18,0,0,1,0,0,0,0,0,0,59.89113888888889
02,15,19,0,0,1,0,0,0,0,0,0,59.136722222222225
02,15,20,0,0,1,0,0,0,0,0,0,58.68036111111111
02,15,21,0,0,1,0,0,0,0,0,0,56.6295
02,15,22,0,0,1,0,0,0,0,0,0,55.94836111111111
02,15,23,0,0,1,0,0,0,0,0,0,56.225249999999996
02,16,00,0,0,1,0,0,0,0,0,0,57.06275
02,16,01,0,0,1,0,0,0,0,0,0,49.92616666666667
02,16,02,0,0,1,0,0,0,0,0,0,48.924527777777776
02,16,03,0,0,1,0,0,0,0,0,0,47.369
02,16,04,0,0,1,0,0,0,0,0,0,49.906638888888885
02,16,05,0,0,1,0,0,0,0,0,0,49.34766666666667
02,16,06,0,0,1,0,0,0,0,0,0,53.66952777777777
02,16,07,0,0,1,0,0,0,0,0,0,57.25125
02,16,08,0,0,1,0,0,0,0,0,0,59.76627777777778
02,16,09,0,0,1,0,0,0,0,0,0,58.31641666666667
02,16,10,0,0,1,0,0,0,0,0,0,58.98605555555555
02,16,11,0,0,1,0,0,0,0,0,0,59.10597222222222
02,16,12,0,0,1,0,0,0,0,0,0,59.56522222222222
02,16,13,0,0,1,0,0,0,0,0,0,58.73784461152882
02,16,14,0,0,1,0,0,0,0,0,0,57.75333333333333
02,16,15,0,0,1,0,0,0,0,0,0,58.470388888888884
02,16,16,0,0,1,0,0,0,0,0,0,58.94247222222222
02,16,17,0,0,1,0,0,0,0,0,0,58.47483333333333
02,16,18,0,0,1,0,0,0,0,0,0,59.564055555555555
02,16,19,0,0,1,0,0,0,0,0,0,59.70291666666667
02,16,20,0,0,1,0,0,0,0,0,0,58.73433333333333
02,16,21,0,0,1,0,0,0,0,0,0,57.58777777777778
02,16,22,0,0,1,0,0,0,0,0,0,56.75622222222222
02,16,23,0,0,1,0,0,0,0,0,0,56.04291666666666
02,17,00,0,0,1,0,0,0,0,0,0,58.64183333333334
02,17,01,0,0,1,0,0,0,0,0,0,56.615944444444445
02,17,02,0,0,1,0,0,0,0,0,0,52.28727777777778
02,17,03,0,0,1,0,0,0,0,0,0,50.1415
02,17,04,0,0,1,0,0,0,0,0,0,49.14625
02,17,05,0,0,1,0,0,0,0,0,0,49.615861111111116
02,17,06,0,0,1,0,0,0,0,0,0,51.95986111111111
02,17,07,0,0,1,0,0,0,0,0,0,55.892999999999994
02,17,08,0,0,1,0,0,0,0,0,0,59.60472222222222
02,17,09,0,0,1,0,0,0,0,0,0,56.974500000000006
02,17,10,0,0,1,0,0,0,0,0,0,58.44444444444444
02,17,11,0,0,1,0,0,0,0,0,0,57.10236111111111
02,17,12,0,0,1,0,0,0,0,0,0,59.80318702823595
02,17,13,0,0,1,0,0,0,0,0,0,58.57495140238822
02,17,14,0,0,1,0,0,0,0,0,0,57.71688888888889
02,17,15,0,0,1,0,0,0,0,0,0,58.82762276785714
02,17,16,0,0,1,0,0,0,0,0,0,58.42769444444445
02,17,17,0,0,1,0,0,0,0,0,0,59.754046158340635
02,17,18,0,0,1,0,0,0,0,0,0,58.874361111111114
02,17,19,0,0,1,0,0,0,0,0,0,59.18991666666667
02,17,20,0,0,1,0,0,0,0,0,0,59.11847222222222
02,17,21,0,0,1,0,0,0,0,0,0,58.26872222222222
02,17,22,0,0,1,0,0,0,0,0,0,56.28597222222222
02,17,23,0,0,1,0,0,0,0,0,0,56.810138888888886
02,18,00,0,0,1,0,0,0,0,0,0,58.550555555555555
02,18,01,0,0,1,0,0,0,0,0,0,55.32772222222222
02,18,02,0,0,1,0,0,0,0,0,0,54.54083333333333
02,18,03,0,0,1,0,0,0,0,0,0,53.83633333333333
02,18,04,0,0,1,0,0,0,0,0,0,55.50094444444444
02,18,05,0,0,1,0,0,0,0,0,0,53.47719444444444
02,18,06,0,0,1,0,0,0,0,0,0,53.96347222222222
02,18,07,0,0,1,0,0,0,0,0,0,57.42252777777778
02,18,08,0,0,1,0,0,0,0,0,0,59.940527777777774
02,18,09,0,0,1,0,0,0,0,0,0,57.892110398661835
02,18,10,0,0,1,0,0,0,0,0,0,58.750527777777776
02,18,11,0,0,1,0,0,0,0,0,0,58.463552704963746
02,18,12,0,0,1,0,0,0,0,0,0,59.108419005279245
02,18,13,0,0,1,0,0,0,0,0,0,60.22247222222222
02,18,14,0,0,1,0,0,0,0,0,0,59.37166666666667
02,18,15,0,0,1,0,0,0,0,0,0,59.569805555555554
02,18,16,0,0,1,0,0,0,0,0,0,60.43055555555556
02,18,17,0,0,1,0,0,0,0,0,0,61.05088888888889
02,18,18,0,0,1,0,0,0,0,0,0,60.16863888888889
02,18,19,0,0,1,0,0,0,0,0,0,58.524638888888894
02,18,20,0,0,1,0,0,0,0,0,0,58.043305555555555
02,18,21,0,0,1,0,0,0,0,0,0,56.94430555555556
02,18,22,0,0,1,0,0,0,0,0,0,57.34605555555555
02,18,23,0,0,1,0,0,0,0,0,0,54.64519444444445
02,19,00,0,0,1,0,0,0,0,0,0,54.81188888888889
02,19,01,0,0,1,0,0,0,0,0,0,55.483361111111115
02,19,02,0,0,1,0,0,0,0,0,0,51.792
02,19,03,0,0,1,0,0,0,0,0,0,51.739666666666665
02,19,04,0,0,1,0,0,0,0,0,0,52.56177777777778
02,19,05,0,0,1,0,0,0,0,0,0,48.81088888888889
02,19,06,0,0,1,0,0,0,0,0,0,50.549166666666665
